borough,neighborhood,building_class_category,tax_class_present,block,lot,easement,building_class_present,address,apartment_number,zip_code,residential_units,commmercial_units,total_units,land_sq_feet,gross_sq_feet,year_built,tax_class_time_sale,build_class_time_sale,sale_price,sale_date,serialid
5,ROSSVILLE-PORT MOBIL,29  COMMERCIAL GARAGES,4,7206,91,,G7,INDUSTRIAL LOOP,,10309,0,0,0,40200,0,0,4,G7,150000,3/28/2011,216350
5,ROSSVILLE-PORT MOBIL,29  COMMERCIAL GARAGES,4,7207,253,,G9,18 JOHNSON STREET,,10309,0,1,1,9000,4500,1991,4,G9,720000,9/23/2011,216351
5,ROSSVILLE-PORT MOBIL,29  COMMERCIAL GARAGES,4,7207,293,,G2,135 JOHNSON STREET,,10309,0,1,1,74940,11136,1984,4,G2,750000,3/28/2011,216352
5,ROSSVILLE-PORT MOBIL,30  WAREHOUSES,4,7206,36,,E3,574 INDUSTRIAL LOOP,,10309,0,1,1,3880,4999,2008,4,E3,0,4/19/2011,216353
5,ROSSVILLE-PORT MOBIL,30  WAREHOUSES,4,7206,309,,E3,221 INDUSTRIAL LOOP,,10309,0,1,1,15830,12989,2008,4,E3,165734,2/24/2011,216354
5,ROSSVILLE-PORT MOBIL,31  COMMERCIAL VACANT LAND,4,7206,35,,V1,INDUSTRIAL LOOP,,10309,0,0,0,3880,0,0,4,V1,0,4/19/2011,216355
5,ROSSVILLE-PORT MOBIL,31  COMMERCIAL VACANT LAND,4,7207,260,,V1,JOHNSON STREET,,10309,0,0,0,6435,0,0,4,V1,0,9/23/2011,216356
5,ROSSVILLE-PORT MOBIL,41  TAX CLASS 4 - OTHER,4,7206,505,,Z9,INDUSTRIAL LOOP,,10309,0,0,0,34645,0,0,4,Z9,1108640,7/25/2011,216357
5,ROSSVILLE-RICHMOND VALLEY,01  ONE FAMILY HOMES,1,7566,245,,A3,84 MEADE LOOP,,10309,1,0,1,12827,3688,1986,1,A3,780000,3/1/2011,216358
5,ROSSVILLE-RICHMOND VALLEY,01  ONE FAMILY HOMES,1,7572,113,,A1,101 MADSEN AVENUE,,10309,1,0,1,5280,2014,1983,1,A1,215000,2/22/2011,216359
5,ROSSVILLE-RICHMOND VALLEY,01  ONE FAMILY HOMES,1,7578,210,,A1,122 MADSEN AVENUE,,10309,1,0,1,5840,1408,1925,1,A1,354900,9/23/2011,216360
5,ROSSVILLE-RICHMOND VALLEY,01  ONE FAMILY HOMES,1,8007,59,,A1,6939 AMBOY ROAD,,10309,1,0,1,5000,1236,1970,1,A1,0,4/22/2011,216361
5,ROSSVILLE-RICHMOND VALLEY,02  TWO FAMILY HOMES,1,7558,165,,B2,270 BOSCOMBE AVENUE,,10309,2,0,2,7011,2696,1983,1,B2,438000,8/4/2011,216362
5,ROSSVILLE-RICHMOND VALLEY,02  TWO FAMILY HOMES,1,7565,12,,B2,38 WEINER STREET,,10309,2,0,2,5000,2560,1979,1,B2,436020,11/23/2011,216363
5,ROSSVILLE-RICHMOND VALLEY,02  TWO FAMILY HOMES,1,7566,112,,B2,85 WEINER STREET,,10309,2,0,2,6600,2600,1993,1,B2,740000,9/19/2011,216364
5,ROSSVILLE-RICHMOND VALLEY,02  TWO FAMILY HOMES,1,7577,95,,B2,140 WEINER STREET,,10309,2,0,2,8910,6420,2006,1,B2,1200000,5/18/2011,216365
5,ROSSVILLE-RICHMOND VALLEY,18  TAX CLASS 3 - UTILITY PROPERTIES,3,7620,1,E,U1,ARTHUR KILL ROAD,,10307,0,0,0,0,0,0,3,U1,0,12/2/2011,216366
5,ROSSVILLE-RICHMOND VALLEY,21  OFFICE BUILDINGS,4,7626,10,,O7,4849 ARTHUR KILL ROAD,,10307,0,1,1,72500,13427,1983,4,O7,0,12/2/2011,216367
5,SILVER LAKE,01  ONE FAMILY HOMES,1,121,12,,A3,23 HAVEN ESPLANADE,,10301,1,0,1,11065,3380,1930,1,A3,0,10/1/2011,216368
5,SILVER LAKE,01  ONE FAMILY HOMES,1,121,12,,A3,23 HAVEN ESPLANADE,,10301,1,0,1,11065,3380,1930,1,A1,720000,4/29/2011,216369
5,SILVER LAKE,01  ONE FAMILY HOMES,1,121,68,,A1,25 SILVER LAKE ROAD,,10301,1,0,1,5000,1904,1930,1,A1,0,10/24/2011,216370
5,SILVER LAKE,01  ONE FAMILY HOMES,1,121,100,,A2,24 DUER LANE,,10301,1,0,1,4700,600,1950,1,A2,265000,8/24/2011,216371
5,SILVER LAKE,01  ONE FAMILY HOMES,1,122,70,,A1,95 FOREST AVENUE,,10301,1,0,1,7000,3426,1930,1,A1,600000,4/1/2011,216372
5,SILVER LAKE,01  ONE FAMILY HOMES,1,127,64,,A1,98 SILVER LAKE ROAD,,10301,1,0,1,4800,1884,1920,1,A1,480000,3/21/2011,216373
5,SILVER LAKE,01  ONE FAMILY HOMES,1,129,33,,A2,150 SILVER LAKE ROAD,,10301,1,0,1,4800,744,1920,1,A2,320000,5/13/2011,216374
5,SILVER LAKE,01  ONE FAMILY HOMES,1,250,16,,A1,18 UNIVERSITY PLACE,,10301,1,0,1,3700,1659,1935,1,A1,255000,6/1/2011,216375
5,SILVER LAKE,01  ONE FAMILY HOMES,1,254,145,,A1,20 SILVER COURT,,10301,1,0,1,5550,3682,2006,1,A1,895000,9/1/2011,216376
5,SILVER LAKE,01  ONE FAMILY HOMES,1,254,179,,A1,22 PARK COURT,,10301,1,0,1,4000,1556,1935,1,A1,555000,9/9/2011,216377
5,SILVER LAKE,01  ONE FAMILY HOMES,1,254,251,,A1,17 ROSE COURT,,10301,1,0,1,4440,2047,1935,1,A1,665000,2/10/2011,216378
5,SILVER LAKE,01  ONE FAMILY HOMES,1,256,28,,A2,17 OXHOLM AVENUE,,10301,1,0,1,6848,2362,1960,1,A2,0,6/23/2011,216379
5,SILVER LAKE,01  ONE FAMILY HOMES,1,256,28,,A2,17 OXHOLM AVENUE,,10301,1,0,1,6848,2362,1960,1,A2,0,5/18/2011,216380
5,SILVER LAKE,01  ONE FAMILY HOMES,1,261,24,,A1,561 BARD AVENUE,,10310,1,0,1,7050,1580,1930,1,A1,0,9/9/2011,216381
5,SILVER LAKE,01  ONE FAMILY HOMES,1,262,17,,A1,7 PARSONS PLACE,,10301,1,0,1,3090,1280,1899,1,A1,0,11/8/2011,216382
5,SILVER LAKE,01  ONE FAMILY HOMES,1,263,16,,A1,68 CROSSHILL STREET,,10301,1,0,1,4125,1260,1945,1,A1,348625,5/18/2011,216383
5,SILVER LAKE,01  ONE FAMILY HOMES,1,267,8,,A1,685 BARD AVENUE,,10310,1,0,1,3848,1554,1931,1,A1,0,9/26/2011,216384
5,SILVER LAKE,01  ONE FAMILY HOMES,1,269,11,,A2,18 SHAWNEE STREET,,10301,1,0,1,7500,1912,1955,1,A2,700000,8/25/2011,216385
5,SILVER LAKE,01  ONE FAMILY HOMES,1,269,16,,A1,10 SHAWNEE STREET,,10301,1,0,1,10000,3952,1960,1,A1,865000,12/16/2011,216386
5,SILVER LAKE,01  ONE FAMILY HOMES,1,272,4,,A2,745 BARD AVENUE,,10310,1,0,1,4400,1050,1955,1,A2,0,1/3/2011,216387
5,SILVER LAKE,01  ONE FAMILY HOMES,1,275,5,,A1,85 LAWRENCE AVENUE,,10310,1,0,1,4500,3826,1955,1,A1,0,9/2/2011,216388
5,SILVER LAKE,01  ONE FAMILY HOMES,1,279,113,,A1,14 PARKVIEW PLACE,,10310,1,0,1,7812,1320,1920,1,A1,729000,11/1/2011,216389
5,SILVER LAKE,01  ONE FAMILY HOMES,1,279,113,,A1,14 PARKVIEW PLACE,,10310,1,0,1,7812,1320,1920,1,A1,100000,4/29/2011,216390
5,SILVER LAKE,02  TWO FAMILY HOMES,1,120,27,,B3,1 DUER LANE,,10301,2,0,2,2660,1200,1950,1,B3,0,2/25/2011,216391
5,SILVER LAKE,02  TWO FAMILY HOMES,1,249,25,,B2,26 GREENWOOD AVENUE,,10301,2,0,2,3300,974,1930,1,B2,427000,7/1/2011,216392
5,SILVER LAKE,02  TWO FAMILY HOMES,1,249,57,,B2,15 UNIVERSITY PLACE,,10301,2,0,2,6250,2310,1930,1,B2,0,4/28/2011,216393
5,SILVER LAKE,02  TWO FAMILY HOMES,1,252,85,,B2,345 SHARON AVENUE,,10301,2,0,2,4970,3560,1899,1,B2,460000,6/21/2011,216394
5,SILVER LAKE,05  TAX CLASS 1 VACANT LAND,1B,249,1,,V0,FOREST AVENUE,,10301,0,0,0,9173,0,0,1,V0,370000,5/27/2011,216395
5,SILVER LAKE,05  TAX CLASS 1 VACANT LAND,1B,262,19,,V0,PARSONS PLACE,,10301,0,0,0,3078,0,0,1,V0,0,11/8/2011,216396
5,SILVER LAKE,07  RENTALS - WALKUP APARTMENTS,2A,253,68,,C3,617-619 METROPOLITAN AVENUE,,10301,4,0,4,4775,3667,1934,2,C3,0,1/21/2011,216397
5,SILVER LAKE,07  RENTALS - WALKUP APARTMENTS,2A,261,7,,C3,593 BARD AVENUE,,10310,4,0,4,6200,3680,1931,2,C3,0,12/15/2011,216398
5,SILVER LAKE,07  RENTALS - WALKUP APARTMENTS,2A,262,83,,C3,618 METROPOLITAN AVENUE,,10301,4,0,4,5000,3420,1932,2,C3,500000,12/27/2011,216399
5,SILVER LAKE,07  RENTALS - WALKUP APARTMENTS,2A,262,89,,C3,141 REVERE STREET,,10301,4,0,4,4690,3224,1932,2,C3,0,3/10/2011,216400
5,SILVER LAKE,13  CONDOS - ELEVATOR APARTMENTS,2,250,1021,,R4,215 HART BOULEVARD,3A,10301,1,0,1,0,0,1931,2,R4,175000,8/1/2011,216401
5,SILVER LAKE,13  CONDOS - ELEVATOR APARTMENTS,2,250,1059,,R4,215 HART BOULEVARD,6G,10301,1,0,1,0,0,1931,2,R4,249000,5/23/2011,216402
5,SILVER LAKE,13  CONDOS - ELEVATOR APARTMENTS,2,251,1047,,R4,200 HART BOULEVARD,6G,10301,1,0,1,0,0,1937,2,R4,0,1/19/2011,216403
5,SOUTH BEACH,01  ONE FAMILY HOMES,1,3110,87,,A5,92 ARTHUR AVENUE,,10305,1,0,1,2333,1796,1999,1,A5,350000,8/8/2011,216404
5,SOUTH BEACH,01  ONE FAMILY HOMES,1,3110,87,,A5,92 ARTHUR AVENUE,,10305,1,0,1,2333,1796,1999,1,A5,447500,3/24/2011,216405
5,SOUTH BEACH,01  ONE FAMILY HOMES,1,3110,95,,A2,108 ARTHUR AVENUE,,10305,1,0,1,4000,1536,1940,1,A2,499999,8/25/2011,216406
5,SOUTH BEACH,01  ONE FAMILY HOMES,1,3110,117,,A1,136 ARTHUR AVENUE,,10305,1,0,1,4000,1664,1920,1,A1,275000,4/1/2011,216407
5,SOUTH BEACH,01  ONE FAMILY HOMES,1,3117,200,,A5,70 RAILROAD AVENUE,,10305,1,0,1,2460,2160,1999,1,A5,380000,12/21/2011,216408
5,SOUTH BEACH,01  ONE FAMILY HOMES,1,3117,200,,A5,70 RAILROAD AVENUE,,10305,1,0,1,2460,2160,1999,1,A5,410000,8/15/2011,216409
5,SOUTH BEACH,01  ONE FAMILY HOMES,1,3120,45,,A5,68 OCEAN AVENUE,,10305,1,0,1,2700,2250,2011,1,A2,486950,5/4/2011,216410
5,SOUTH BEACH,01  ONE FAMILY HOMES,1,3120,53,,A5,80 OCEAN AVENUE,,10305,1,0,1,2500,1512,2010,1,A5,503701,1/13/2011,216411
5,SOUTH BEACH,01  ONE FAMILY HOMES,1,3120,54,,A5,82 OCEAN AVENUE,,10305,1,0,1,2500,1512,2010,1,A5,507000,3/1/2011,216412
5,SOUTH BEACH,01  ONE FAMILY HOMES,1,3121,44,,A2,29 OCEAN AVENUE,,10305,1,0,1,6500,722,1920,1,A2,0,8/29/2011,216413
5,SOUTH BEACH,01  ONE FAMILY HOMES,1,3122,114,,A2,52 DOTY AVENUE,,10305,1,0,1,2825,700,1920,1,A2,280000,6/10/2011,216414
5,SOUTH BEACH,01  ONE FAMILY HOMES,1,3122,171,,A2,15 SUNNYMEADE VILLAGE,,10305,1,0,1,2542,540,1920,1,A2,0,12/1/2011,216415
5,SOUTH BEACH,01  ONE FAMILY HOMES,1,3122,219,,A5,187 FR CAPODANNO BLVD,,10305,1,0,1,1270,1450,2004,1,A5,0,1/14/2011,216416
5,SOUTH BEACH,01  ONE FAMILY HOMES,1,3122,229,,A2,6 SUNNYMEADE VILLAGE,,10305,1,0,1,2821,448,1920,1,A2,0,6/27/2011,216417
5,SOUTH BEACH,01  ONE FAMILY HOMES,1,3122,308,,A5,26 RAGAZZI LANE,,10305,1,0,1,1400,2276,2000,1,A5,0,11/9/2011,216418
5,SOUTH BEACH,01  ONE FAMILY HOMES,1,3122,340,,A5,82 OCEANSIDE AVENUE,,10305,1,0,1,2000,1823,2000,1,A5,405000,6/27/2011,216419
5,SOUTH BEACH,01  ONE FAMILY HOMES,1,3123,21,,A5,91 ALEX CIRCLE,,10305,1,0,1,1300,1609,2000,1,A5,379000,9/22/2011,216420
5,SOUTH BEACH,01  ONE FAMILY HOMES,1,3123,90,,A5,132 ALEX CIRCLE,,10305,1,0,1,1384,1672,2000,1,A5,0,2/14/2011,216421
5,SOUTH BEACH,01  ONE FAMILY HOMES,1,3123,110,,A5,143 ALEX CIRCLE,,10305,1,0,1,1148,1554,2000,1,A5,383000,1/20/2011,216422
5,SOUTH BEACH,01  ONE FAMILY HOMES,1,3124,308,,A9,27 LINDA AVENUE,,10305,1,0,1,2750,1200,1986,1,A9,303000,10/17/2011,216423
5,SOUTH BEACH,01  ONE FAMILY HOMES,1,3124,314,,A9,45 LINDA AVENUE,,10305,1,0,1,2750,1200,1986,1,A9,330000,7/21/2011,216424
5,SOUTH BEACH,01  ONE FAMILY HOMES,1,3124,380,,A5,60 SEAGATE COURT,,10305,1,0,1,1190,1644,1999,1,A5,0,3/2/2011,216425
5,SOUTH BEACH,01  ONE FAMILY HOMES,1,3125,82,,A9,98 FR CAPODANNO BLVD,,10305,1,0,1,4220,1315,1986,1,A9,0,4/29/2011,216426
5,SOUTH BEACH,01  ONE FAMILY HOMES,1,3125,83,,A9,96 FR CAPODANNO BLVD,,10305,1,0,1,2248,1313,1986,1,A9,439000,4/29/2011,216427
5,SOUTH BEACH,01  ONE FAMILY HOMES,1,3236,49,,A5,30 KERMIT AVENUE,,10305,1,0,1,2300,2004,2007,1,A5,0,6/7/2011,216428
5,SOUTH BEACH,01  ONE FAMILY HOMES,1,3236,58,,A5,14 KERMIT AVENUE,,10305,1,0,1,2000,1764,1992,1,A5,365000,11/4/2011,216429
5,SOUTH BEACH,01  ONE FAMILY HOMES,1,3237,6,,A9,129 KRAMER STREET,,10305,1,0,1,2350,1140,1965,1,A9,0,3/26/2011,216430
5,SOUTH BEACH,01  ONE FAMILY HOMES,1,3237,23,,A9,47 NORWAY AVENUE,,10305,1,0,1,2300,1800,1960,1,A9,368339,10/11/2011,216431
5,SOUTH BEACH,01  ONE FAMILY HOMES,1,3239,11,,A2,40 KENSINGTON AVENUE,,10305,1,0,1,5000,910,1950,1,A2,0,10/18/2011,216432
5,SOUTH BEACH,01  ONE FAMILY HOMES,1,3246,5,,A2,493 MC CLEAN AVENUE,,10305,1,0,1,4950,880,1950,1,A2,320000,11/1/2011,216433
5,SOUTH BEACH,01  ONE FAMILY HOMES,1,3246,5,,A2,493 MC CLEAN AVENUE,,10305,1,0,1,4950,880,1950,1,A2,220000,1/26/2011,216434
5,SOUTH BEACH,01  ONE FAMILY HOMES,1,3246,28,,A9,121 LAMPORT BOULEVARD,,10305,1,0,1,2058,1230,1960,1,A9,322000,3/25/2011,216435
5,SOUTH BEACH,01  ONE FAMILY HOMES,1,3246,39,,A5,97 LAMPORT BOULEVARD,,10305,1,0,1,2000,1500,2001,1,A5,242346,6/9/2011,216436
5,SOUTH BEACH,01  ONE FAMILY HOMES,1,3246,43,,A9,87 LAMPORT BOULEVARD,,10305,1,0,1,2500,1312,1960,1,A9,0,5/25/2011,216437
5,SOUTH BEACH,01  ONE FAMILY HOMES,1,3246,65,,A2,68 KENSINGTON AVENUE,,10305,1,0,1,6000,1728,1950,1,A2,357500,2/3/2011,216438
5,SOUTH BEACH,01  ONE FAMILY HOMES,1B,3248,62,,V0,221 NORWAY AVENUE,,10305,1,0,1,4000,0,1930,1,A2,269091,4/28/2011,216439
5,SOUTH BEACH,01  ONE FAMILY HOMES,1,3248,68,,A5,209 NORWAY AVENUE,,10305,1,0,1,2000,1793,2010,1,A5,379000,6/2/2011,216440
5,SOUTH BEACH,01  ONE FAMILY HOMES,1,3248,69,,A5,207 NORWAY AVENUE,,10305,1,0,1,2000,1793,2010,1,A5,386944,5/25/2011,216441
5,SOUTH BEACH,01  ONE FAMILY HOMES,1,3249,26,,A2,208 LAMPORT BOULEVARD,,10305,1,0,1,4000,988,1950,1,A2,375000,9/13/2011,216442
5,SOUTH BEACH,01  ONE FAMILY HOMES,1,3250,17,,A2,172 KENSINGTON AVENUE,,10305,1,0,1,4000,960,1950,1,A2,0,1/11/2011,216443
5,SOUTH BEACH,01  ONE FAMILY HOMES,1,3250,36,,A2,206 KENSINGTON AVENUE,,10305,1,0,1,4000,1450,1925,1,A2,325000,9/16/2011,216444
5,SOUTH BEACH,01  ONE FAMILY HOMES,1,3251,26,,A2,178 JEROME AVENUE,,10305,1,0,1,6000,1272,1955,1,A2,400000,6/23/2011,216445
5,SOUTH BEACH,01  ONE FAMILY HOMES,1,3251,33,,A5,194 JEROME AVENUE,,10305,1,0,1,2000,1842,1996,1,A5,375000,3/25/2011,216446
5,SOUTH BEACH,01  ONE FAMILY HOMES,1,3251,41,,A2,157 FOCH AVENUE,,10305,1,0,1,4000,648,1940,1,A2,0,4/20/2011,216447
5,SOUTH BEACH,01  ONE FAMILY HOMES,1,3252,5,,A2,230 FOCH AVENUE,,10305,1,0,1,4000,946,1925,1,A2,0,5/5/2011,216448
5,SOUTH BEACH,01  ONE FAMILY HOMES,1,3253,44,,A2,299 MALLORY AVENUE,,10305,1,0,1,3000,532,1940,1,A2,0,9/29/2011,216449
5,SOUTH BEACH,01  ONE FAMILY HOMES,1,3254,21,,A2,256 KENSINGTON AVENUE,,10305,1,0,1,2000,424,1930,1,A2,120666,7/27/2011,216450
5,SOUTH BEACH,01  ONE FAMILY HOMES,1,3255,25,,A2,254 JEROME AVENUE,,10305,1,0,1,4000,844,1935,1,A2,0,6/14/2011,216451
5,SOUTH BEACH,01  ONE FAMILY HOMES,1,3256,2,,A2,129 OLYMPIA BOULEVARD,,10305,1,0,1,4360,1290,1930,1,A2,0,1/24/2011,216452
5,SOUTH BEACH,01  ONE FAMILY HOMES,1,3256,9,,S1,141 OLYMPIA BOULEVARD,,10305,1,1,2,1840,2400,1899,1,S1,385000,9/26/2011,216453
5,SOUTH BEACH,01  ONE FAMILY HOMES,1,3256,14,,A1,243 JEROME AVENUE,,10305,1,0,1,4000,1720,1940,1,A1,0,8/15/2011,216454
5,SOUTH BEACH,01  ONE FAMILY HOMES,1,3256,18,,A2,235 JEROME AVENUE,,10305,1,0,1,4000,1784,1970,1,A2,287500,9/14/2011,216455
5,SOUTH BEACH,01  ONE FAMILY HOMES,1,3267,24,,A9,31 LINWOOD AVENUE,,10305,1,0,1,3000,1840,1960,1,A9,410000,3/1/2011,216456
5,SOUTH BEACH,01  ONE FAMILY HOMES,1,3267,81,,A1,86 SAND LANE,,10305,1,0,1,2528,2106,1930,1,A1,500,10/6/2011,216457
5,SOUTH BEACH,01  ONE FAMILY HOMES,1,3271,12,,A2,333 MC CLEAN AVENUE,,10305,1,0,1,4000,1120,1965,1,A2,0,3/1/2011,216458
5,SOUTH BEACH,01  ONE FAMILY HOMES,1,3278,30,,A1,148 LINWOOD AVENUE,,10305,1,0,1,4000,2540,2010,1,A1,666953,5/24/2011,216459
5,SOUTH BEACH,01  ONE FAMILY HOMES,1,3278,33,,A5,154 LINWOOD AVENUE,,10305,1,0,1,1600,1900,2003,1,A5,0,3/8/2011,216460
5,SOUTH BEACH,01  ONE FAMILY HOMES,1,3284,53,,A5,303 HUMBERT STREET,,10305,1,0,1,1300,1510,1990,1,A5,310000,10/12/2011,216461
5,SOUTH BEACH,01  ONE FAMILY HOMES,1,3349,8,,A5,126 HURLBERT STREET,,10305,1,0,1,2320,1848,2006,1,A5,405000,3/3/2011,216462
5,SOUTH BEACH,01  ONE FAMILY HOMES,1,3349,29,,A5,160 QUINTARD STREET,,10305,1,0,1,1000,1200,1989,1,A5,317000,6/24/2011,216463
5,SOUTH BEACH,01  ONE FAMILY HOMES,1,3351,49,,A2,97 LACONIA AVENUE,,10305,1,0,1,3800,936,1955,1,A2,385000,4/11/2011,216464
5,SOUTH BEACH,01  ONE FAMILY HOMES,1,3353,110,,A5,136 REID AVENUE,,10305,1,0,1,1380,1575,1989,1,A5,250000,3/28/2011,216465
5,SOUTH BEACH,01  ONE FAMILY HOMES,1,3354,7,,A2,184 HURLBERT STREET,,10305,1,0,1,6637,1873,1965,1,A2,0,3/14/2011,216466
5,SOUTH BEACH,01  ONE FAMILY HOMES,1,3354,75,,A1,185 BENTON AVENUE,,10305,1,0,1,2200,1108,1970,1,A1,0,4/5/2011,216467
5,SOUTH BEACH,01  ONE FAMILY HOMES,1,3354,77,,A1,181 BENTON AVENUE,,10305,1,0,1,2200,1108,1970,1,A1,0,1/11/2011,216468
5,SOUTH BEACH,01  ONE FAMILY HOMES,1,3354,102,,A1,26 XENIA STREET,,10305,1,0,1,2200,1108,1960,1,A1,372000,1/13/2011,216469
5,SOUTH BEACH,01  ONE FAMILY HOMES,1,3359,43,,A2,167 LACONIA AVENUE,,10305,1,0,1,3800,1164,1955,1,A2,445000,6/17/2011,216470
5,SOUTH BEACH,01  ONE FAMILY HOMES,1,3371,10,,A5,419 RARITAN AVENUE,,10305,1,0,1,2883,780,1988,1,A5,0,10/19/2011,216471
5,SOUTH BEACH,01  ONE FAMILY HOMES,1,3371,39,,A5,418 ATLANTIC AVENUE,,10305,1,0,1,2400,1455,1965,1,A5,0,12/8/2011,216472
5,SOUTH BEACH,01  ONE FAMILY HOMES,1,3374,34,,A5,282 LACONIA AVENUE,,10305,1,0,1,2700,1720,2007,1,A5,0,2/17/2011,216473
5,SOUTH BEACH,01  ONE FAMILY HOMES,1,3374,52,,A5,430 RARITAN AVENUE,,10305,1,0,1,1950,1480,2003,1,A5,340000,1/27/2011,216474
5,SOUTH BEACH,01  ONE FAMILY HOMES,1,3377,40,,A2,328 LACONIA AVENUE,,10305,1,0,1,6050,2144,1980,1,A2,0,7/14/2011,216475
5,SOUTH BEACH,01  ONE FAMILY HOMES,1,3378,28,,A5,386 CROMWELL AVENUE,,10305,1,0,1,2575,1660,2001,1,A5,420000,6/29/2011,216476
5,SOUTH BEACH,01  ONE FAMILY HOMES,1,3378,42,,A2,410 CROMWELL AVENUE,,10305,1,0,1,2910,1728,1930,1,A2,505000,12/8/2011,216477
5,SOUTH BEACH,01  ONE FAMILY HOMES,1,3378,112,,A2,374 CROMWELL AVENUE,,10305,1,0,1,8750,1400,1960,1,A2,0,6/23/2011,216478
5,SOUTH BEACH,01  ONE FAMILY HOMES,1,3390,58,,A5,189 QUINTARD STREET,,10305,1,0,1,1100,756,1987,1,A5,200050,3/18/2011,216479
5,SOUTH BEACH,01  ONE FAMILY HOMES,1,3390,59,,A5,181 QUINTARD STREET,,10305,1,0,1,1092,756,1987,1,A5,196100,6/8/2011,216480
5,SOUTH BEACH,01  ONE FAMILY HOMES,1,3394,2,,A5,15 APPLEBY AVENUE,,10305,1,0,1,2000,1620,2011,1,A5,0,11/7/2011,216481
5,SOUTH BEACH,01  ONE FAMILY HOMES,1,3394,3,,A5,17 APPLEBY AVENUE,,10305,1,0,1,2000,1620,2011,1,A5,0,11/17/2011,216482
5,SOUTH BEACH,01  ONE FAMILY HOMES,1,3394,44,,A5,92 SCOTT AVENUE,,10305,1,0,1,2500,2160,1999,1,A5,0,5/18/2011,216483
5,SOUTH BEACH,01  ONE FAMILY HOMES,1,3394,60,,A5,62 SCOTT AVENUE,,10305,1,0,1,1570,1944,2000,1,A5,370000,1/27/2011,216484
5,SOUTH BEACH,01  ONE FAMILY HOMES,1,3394,173,,A5,40 SCOTT AVENUE,,10305,1,0,1,2500,1800,2004,1,A5,0,11/8/2011,216485
5,SOUTH BEACH,01  ONE FAMILY HOMES,1B,3395,7,,V0,13 NUGENT AVENUE,,10305,1,0,1,4000,0,1925,1,A2,225000,5/23/2011,216486
5,SOUTH BEACH,01  ONE FAMILY HOMES,1,3395,38,,A5,77 NUGENT AVENUE,,10305,1,0,1,2200,1806,1998,1,A5,360000,6/3/2011,216487
5,SOUTH BEACH,01  ONE FAMILY HOMES,1B,3395,42,,V0,85 NUGENT AVENUE,,10305,1,0,1,4000,0,1925,1,A2,260000,2/15/2011,216488
5,SOUTH BEACH,01  ONE FAMILY HOMES,1,3398,65,,A5,323 QUINTARD STREET,,10305,1,0,1,2500,1440,1994,1,A5,355000,1/20/2011,216489
5,SOUTH BEACH,01  ONE FAMILY HOMES,1,3405,26,,A2,31 LANSING STREET,,10305,1,0,1,7595,803,1925,1,A2,300000,9/14/2011,216490
5,SOUTH BEACH,01  ONE FAMILY HOMES,1,3406,36,,A5,6 QUINCY AVENUE,,10305,1,0,1,1442,1492,2001,1,A5,0,4/28/2011,216491
5,SOUTH BEACH,01  ONE FAMILY HOMES,1,3410,15,,A1,12 WENTWORTH AVENUE,,10305,1,0,1,4000,1616,1920,1,A1,380000,6/13/2011,216492
5,SOUTH BEACH,01  ONE FAMILY HOMES,1,3410,42,,A1,62 WENTWORTH AVENUE,,10305,1,0,1,2000,768,1915,1,A1,118000,8/8/2011,216493
5,SOUTH BEACH,01  ONE FAMILY HOMES,1,3411,105,,A5,5 MC LAUGHLIN STREET,,10305,1,0,1,1575,1956,1997,1,A5,0,8/12/2011,216494
5,SOUTH BEACH,01  ONE FAMILY HOMES,1B,3412,37,,V0,66 MC LAUGHLIN STREET,,10305,1,0,1,4000,0,1920,1,A1,225000,4/27/2011,216495
5,SOUTH BEACH,01  ONE FAMILY HOMES,1,3412,65,,A1,77 PEARSALL STREET,,10305,1,0,1,4000,2135,1975,1,A1,450000,8/26/2011,216496
5,SOUTH BEACH,01  ONE FAMILY HOMES,1,3412,67,,A2,75 PEARSALL STREET,,10305,1,0,1,6000,616,1930,1,A2,0,9/8/2011,216497
5,SOUTH BEACH,01  ONE FAMILY HOMES,1,3412,70,,A2,67 PEARSALL STREET,,10305,1,0,1,4000,1824,1960,1,A2,0,9/8/2011,216498
5,SOUTH BEACH,01  ONE FAMILY HOMES,1,3417,201,,A5,104 PEARSALL STREET,,10305,1,0,1,2350,1300,1990,1,A5,315000,11/21/2011,216499
5,SOUTH BEACH,01  ONE FAMILY HOMES,1,3419,23,,A5,74 VULCAN STREET,,10305,1,0,1,2300,1790,2005,1,A5,425880,4/13/2011,216500
5,SOUTH BEACH,01  ONE FAMILY HOMES,1,3420,13,,A5,104 WINFIELD STREET,,10305,1,0,1,2185,2112,1997,1,A5,416000,8/26/2011,216501
5,SOUTH BEACH,01  ONE FAMILY HOMES,1,3420,61,,A5,381 QUINTARD STREET,,10305,1,0,1,2350,2112,1997,1,A5,145000,11/12/2011,216502
5,SOUTH BEACH,01  ONE FAMILY HOMES,1,3491,9,,B2,397 FR CAPODANNO BLVD,,10305,2,0,2,3751,1860,2009,1,A1,651680,3/9/2011,216503
5,SOUTH BEACH,01  ONE FAMILY HOMES,1,3491,62,,A5,376 SAND LANE,,10305,1,0,1,2337,1864,2003,1,A5,0,12/23/2011,216504
5,SOUTH BEACH,01  ONE FAMILY HOMES,1,3491,106,,A5,407 FR CAPODANNO BLVD,,10305,1,0,1,1902,1030,2001,1,A5,0,6/3/2011,216505
