DBN,Name,M_numtested,M_mean,M_L1,M_L2,M_L3,M_L4,ELA_numtested,ELA_mean,ELA_L1,ELA_L2,ELA_L3,ELA_L4
08X366,URBAN ASSEMBLY ACADEMY OF CIVIC ENGAGEMENT,168,275.4226,107,55,6,0,162,280.4815,80,68,12,2
08X367,"ARCHIMEDES ACADEMY FOR MATH, SCIENCE AND TECHNOLOGY APPLICATIONS",271,292.8745,108,106,47,10,271,291.2362,91,126,44,10
08X371,URBAN INSTITUTE OF MATHEMATICS,251,296.5259,96,100,44,11,273,298.8388,67,126,63,17
08X375,THE BRONX MATHEMATICS PREPARATORY SCHOOL,250,265.732,195,50,5,0,254,275.7205,149,90,14,1
08X376,ANTONIA PANTOJA PREPARATORY ACADEMY: A COLLEGE BOARD SCHOOL,210,289.6905,96,81,25,8,211,290.2038,82,90,31,8
08X424,THE HUNTS POINT SCHOOL,360,267.4361,263,84,13,0,343,271.5948,205,125,13,0
08X448,SOUNDVIEW ACADEMY FOR CULTURE AND SCHOLARSHIP,296,280.9561,167,100,23,6,305,282.0754,149,122,24,10
08X467,MOTT HALL COMMUNITY SCHOOL,213,277.1221,131,65,15,2,244,284.9467,109,97,35,3
08X562,BLUEPRINT MIDDLE SCHOOL,192,280.401,110,60,19,3,191,276.801,108,68,14,1
09X004,P.S./M.S. 004 CROTONA PARK WEST,315,301.9365,84,128,80,23,307,287.0879,136,127,38,6
09X011,P.S. 011 HIGHBRIDGE,381,285.2992,181,139,50,11,368,287.5598,161,152,47,8
09X022,J.H.S. 022 JORDAN L. MOTT,502,264.2211,386,109,7,0,504,269.9762,321,152,28,3
09X028,P.S. 028 MOUNT HOPE,338,287.0976,160,104,52,22,319,286.2508,145,132,32,10
09X035,P.S. 035 FRANZ SIEGEL,304,298.3191,105,98,68,33,292,296.411,95,128,64,5
09X042,P.S. 042 CLAREMONT,202,276.4703,123,58,18,3,196,279.9796,108,74,13,1
09X053,P.S. 053 BASHEER QUISIM,614,302.43,181,230,125,78,603,289.7778,280,216,79,28
09X055,P.S. 055 BENJAMIN FRANKLIN,322,283.5963,147,127,40,8,324,270.858,216,86,21,1
09X058,P.S. 058,196,277.75,112,60,14,10,185,274.6595,116,54,12,3
09X063,P.S. 063 AUTHOR'S ACADEMY,239,304.7322,68,89,48,34,234,302.4103,63,95,63,13
09X064,P.S. 064 PURA BELPRE,452,269.677,318,110,22,2,441,265.0907,341,85,11,4
09X070,P.S. 070 MAX SCHOENFELD,657,280.723,372,189,70,26,638,274.0125,398,172,58,10
09X073,P.S. 073 BRONX,394,274.7792,244,105,33,12,372,277.9597,216,126,25,5
09X088,P.S. X088 - S. SILVERSTEIN LITTLE SPARROW SCHOOL,45,298.3778,11,21,11,2,45,296.4444,15,20,10,0
09X109,P.S. 109 SEDGWICK,385,281.2442,189,141,44,11,374,285.7781,182,136,45,11
09X110,P.S. 110 THEODORE SCHOENFELD,183,295.6776,64,78,30,11,178,286.2921,91,65,19,3
09X114,P.S. X114 - LUIS LLORENS TORRES SCHOOLS,465,273.4968,297,106,48,14,439,271.6241,304,99,29,7
09X117,I.S. 117 JOSEPH H. WADE,616,267.2078,456,127,27,6,586,271.9078,371,186,25,4
09X126,P.S. 126 DR MARJORIE H DUNBAR,303,285.2772,149,119,28,7,288,289.3021,132,107,42,7
09X128,MOTT HALL III,350,309.3657,61,156,94,39,350,302.1457,68,175,84,23
09X132,P.S. 132 GARRET A. MORGAN,221,283.6063,108,89,22,2,220,277.9909,130,77,13,0
09X145,J.H.S. 145 ARTURO TOSCANINI,387,266.4134,292,90,5,0,385,272.7792,215,143,25,2
09X163,P.S. 163 ARTHUR A. SCHOMBURG,294,285.8605,137,105,41,11,277,284.7112,132,102,40,3
09X199,P.S. 199X - THE SHAKESPEARE SCHOOL,354,287.5113,157,124,56,17,341,283.1525,179,106,53,3
09X204,P.S. 204 MORRIS HEIGHTS,263,299.0076,71,116,62,14,258,296.9302,86,112,55,5
09X215,KAPPA,256,300.0508,87,109,37,23,324,298.0617,82,167,60,15
09X218,P.S./I.S. 218 RAFAEL HERNANDEZ DUAL LANGUAGE MAGNET SCHOOL,521,298.7562,160,236,92,33,548,295.0693,181,263,83,21
09X219,I.S. 219 NEW VENTURE SCHOOL,323,266.8669,247,68,6,2,322,267.4969,210,98,12,2
09X229,I.S. 229 ROLAND PATTERSON,207,276.3816,132,49,19,7,200,276.125,111,79,6,4
09X230,P.S. 230 DR ROLAND N. PATTERSON,190,274.9474,124,42,20,4,189,283.7302,92,72,24,1
09X231,EAGLE ACADEMY FOR YOUNG MEN,183,277.5301,109,68,6,0,209,287.1388,71,115,20,3
09X232,I.S. 232,435,279.1908,241,169,24,1,499,276.9579,274,182,34,9
09X236,P.S. 236 LANGSTON HUGHES,145,277.6966,76,43,22,4,144,278.5208,84,48,11,1
09X241,"URBAN ASSEMBLY SCHOOL FOR APPLIED MATH AND SCIENCE, THE",207,292.2512,91,81,22,13,244,284.1639,117,97,28,2
09X303,I.S. X303 LEADERSHIP & COMMUNITY SERVICE,299,289.7191,131,121,41,6,299,290.291,105,149,40,5
09X313,I.S. 313 SCHOOL OF LEADERSHIP DEVELOPMENT,340,272.6824,226,95,18,1,321,269.3022,204,105,11,1
09X323,BRONX WRITING ACADEMY,459,274.9891,275,151,30,3,433,277.6767,228,158,39,8
09X324,BRONX EARLY COLLEGE ACADEMY FOR TEACHING & LEARNING,212,274.6085,129,71,7,5,214,277.528,125,70,14,5
09X325,URBAN SCIENCE ACADEMY,367,267.7548,264,93,9,1,337,274.5519,197,119,19,2
09X327,COMPREHENSIVE MODEL SCHOOL PROJECT M.S. 327,307,327.8306,29,87,109,82,305,297.1836,81,157,49,18
09X328,NEW MILLENNIUM BUSINESS ACADEMY MIDDLE SCHOOL,180,273.75,122,50,7,1,180,275.0111,95,77,8,0
09X339,I.S. 339,572,274.2762,373,165,29,5,548,274.9909,320,196,27,5
09X350,NEW DIRECTIONS SECONDARY SCHOOL,72,256.25,65,7,0,0,70,255.1143,62,7,1,0
09X361,THE HIGHBRIDGE GREEN SCHOOL,137,270.1898,87,46,4,0,137,281.2847,58,68,10,1
09X413,BRONX HIGH SCHOOL FOR MEDICAL SCIENCE,158,299.1139,55,58,30,15,158,292.9494,43,88,24,3
09X443,THE FAMILY SCHOOL,260,284.4269,131,88,32,9,244,275.8975,151,68,22,3
09X449,GRANT AVENUE ELEMENTARY SCHOOL,169,286.2012,80,57,20,12,169,279.645,99,56,13,1
09X454,SCIENCE AND TECHNOLOGY ACADEMY: A MOTT HALL SCHOOL,403,304.2184,109,156,98,40,378,295.8069,121,166,72,19
09X457,SHERIDAN ACADEMY FOR YOUNG LEADERS,284,290.2113,118,98,52,16,280,278.9321,168,86,21,5
09X505,"BRONX SCHOOL FOR LAW, GOVERNMENT AND JUSTICE",252,306.4405,62,102,68,20,253,305.1502,39,131,63,20
09X568,YOUNG WOMEN'S LEADERSHIP SCHOOL OF THE BRONX,165,310.4242,27,73,52,13,164,300.0732,33,94,26,11
10X003,P.S. 3 RAUL JULIA MICRO SOCIETY,175,299.32,52,76,40,7,195,291.1385,70,93,28,4
10X007,MILTON FEIN SCHOOL,446,318.8991,94,123,97,132,433,303.843,136,138,107,52
10X008,P.S. 008 ISSAC VARIAN,541,300.9926,170,195,115,61,523,295.5335,183,212,103,25
10X009,P.S. 9 RYER AVENUE ELEMENTARY SCHOOL,377,286.366,172,133,54,18,363,278.3829,206,112,41,4
10X015,P.S. X015 INSTITUTE FOR ENVIRONMENTAL LEARNING,355,309.1775,78,127,88,62,355,296.631,112,155,73,15
10X020,"PS/MS 20 P.O.GEORGE J. WERDANN, III",611,292.2962,241,240,104,26,605,289.8529,250,252,84,19
10X023,P.S. 023 THE NEW CHILDREN'S SCHOOL,273,274.6886,168,88,16,1,269,275.197,175,78,15,1
10X024,P.S. 024 SPUYTEN DUYVIL,416,316.625,72,117,134,93,414,312.1787,76,129,159,50
10X032,P.S. 032 BELMONT,378,297.3307,115,161,86,16,372,297.7204,129,144,77,22
10X033,P.S. 033 TIMOTHY DWIGHT,467,286.4004,231,152,63,21,435,279.6437,250,139,42,4
10X037,P.S. X037 - MULTIPLE INTELLIGENCE SCHOOL,449,295.7706,157,189,76,27,435,285.8621,189,199,37,10
10X045,THOMAS C. GIORDANO MIDDLE SCHOOL 45,711,278.782,395,252,60,4,752,286.7088,322,305,91,34
10X046,P.S. 046 EDGAR ALLAN POE,626,279.1597,358,171,68,29,605,270.0727,392,163,44,6
10X051,P.S. 051 BRONX NEW SCHOOL,106,311.2547,21,34,37,14,108,311.963,15,49,34,10
10X054,P.S. / I.S. 54,214,282.486,112,80,20,2,206,282.7282,101,88,15,2
10X056,P.S. 056 NORWOOD HEIGHTS,342,316.8684,62,97,100,83,339,305.174,95,114,98,32
10X059,P.S. 059 THE COMMUNITY SCHOOL OF TECHNOLOGY,215,283.7535,107,69,34,5,209,276.6986,127,70,10,2
10X080,J.H.S. 080 THE MOSHOLU PARKWAY,627,274.7783,409,187,24,7,583,271.4357,374,179,26,4
10X081,P.S. 081 ROBERT J. CHRISTEN,276,314.0761,55,84,83,54,272,305.8934,63,116,72,21
10X085,P.S. 085 GREAT EXPECTATIONS,512,270.2949,353,123,32,4,491,268.2179,362,107,20,2
10X086,P.S. 086 KINGSBRIDGE HEIGHTS,878,307.3109,218,306,212,142,847,293.6812,320,335,138,54
10X091,P.S. 091 BRONX,270,292.2222,105,91,56,18,263,283.8061,143,80,35,5
10X094,P.S. 094 KINGS COLLEGE SCHOOL,558,277.6093,333,154,57,14,538,279.1543,296,181,56,5
10X095,P.S. 095 SHEILA MENCHER,819,291.8547,342,317,129,31,827,290.1318,320,342,151,14
10X118,J.H.S. 118 WILLIAM W. NILES,1151,297.6221,418,367,259,107,1145,293.1144,392,432,233,88
10X141,RIVERDALE / KINGSBRIDGE ACADEMY (MIDDLE SCHOOL / HIGH SCHOOL 141),600,304.8967,159,237,135,69,659,304.8103,142,281,159,77
10X159,P.S. 159 LUIS MUNOZ MARIN BILING,110,296.5909,41,37,24,8,108,288.8519,48,45,10,5
10X205,P.S. 205 FIORELLO LAGUARDIA,469,300.4222,139,194,92,44,457,293.9365,172,208,69,8
10X206,I.S. 206 ANN MERSEREAU,303,279.198,177,107,16,3,290,270.731,183,99,7,1
10X225,THEATRE ARTS PRODUCTION COMPANY SCHOOL,207,298.401,53,117,30,7,210,292.6048,77,92,35,6
10X226,P.S. 226,235,286.617,108,90,33,4,225,286.4311,107,89,28,1
10X228,JONAS BRONCK ACADEMY,243,305.7449,48,131,51,13,244,306.5697,33,127,67,17
10X243,WEST BRONX ACADEMY FOR THE FUTURE,222,279.0225,133,81,8,0,250,284.424,99,127,22,2
10X244,THE NEW SCHOOL FOR LEADERSHIP AND JOURNALISM,710,299.3296,228,334,111,37,733,290.7203,264,314,126,29
10X246,P.S. 246 POE CENTER,339,288.7581,156,114,57,12,327,274.0581,213,85,26,3
10X254,I.S. 254,421,280.9097,245,104,54,18,402,276.2612,219,150,30,3
10X279,"P.S. 279 CAPTAIN MANUEL RIVERA, JR.",676,284.7027,348,228,77,23,656,279.3918,366,230,48,12
10X280,P.S./M.S. 280 MOSHOLU PARKWAY,579,298.5354,194,212,125,48,570,293.8123,212,225,110,23
10X291,P.S. 291,326,297.9571,106,120,73,27,316,289.2595,131,128,50,7
10X306,P.S. 306,362,281.5387,196,114,39,13,351,278.3191,210,108,27,6
10X307,LUISA PINEIRO FUENTES SCHOOL OF SCIENCE AND DISCOVERY,178,297.4607,55,65,47,11,174,293.2471,67,68,35,4
10X308,BRONX DANCE ACADEMY SCHOOL,218,300.8532,66,89,50,13,218,295.6009,58,113,41,6
10X310,P.S. 310 MARBLE HILL,336,298.5625,101,124,84,27,322,288.9969,135,132,52,3
10X315,P.S. 315 LAB SCHOOL,180,300.8722,62,49,51,18,179,293.4581,58,76,36,9
10X331,THE BRONX SCHOOL OF YOUNG LEADERS,345,277.9884,203,118,19,5,340,277.0147,177,143,17,3
10X340,P.S. 340,279,296.2509,94,100,62,23,273,293.4652,107,111,47,8
10X342,INTERNATIONAL SCHOOL FOR LIBERAL ARTS,155,281.6323,83,60,9,3,143,267.0979,95,41,6,1
10X344,AMPARK NEIGHBORHOOD,115,311.713,23,34,37,21,115,312.9652,20,41,37,17
10X360,P.S. 360,245,281.6041,132,80,27,6,241,288.5934,105,93,35,8
10X363,ACADEMY FOR PERSONAL LEADERSHIP AND EXCELLENCE,359,269.3231,263,87,9,0,363,277.9063,191,149,18,5
10X368,IN-TECH ACADEMY (M.S. / HIGH SCHOOL 368),425,279.0659,254,127,38,6,441,284.5533,190,189,49,13
10X382,"ELEMENTARY SCHOOL FOR MATH, SCIENCE, AND TECHNOLOGY",162,290.1852,72,57,26,7,159,281.9623,83,66,8,2
10X386,SCHOOL FOR ENVIRONMENTAL CITIZENSHIP,192,290.1146,79,66,35,12,181,284.3923,89,67,22,3
10X390,M.S. 390,385,282.4831,185,146,48,6,374,276.0374,200,144,25,5
10X391,THE ANGELO PATRI MIDDLE SCHOOL,567,270.9947,396,129,33,9,524,269.8111,339,146,34,5
10X396,P.S. 396,160,288.8438,70,54,26,10,154,287.8312,71,55,25,3
10X447,CRESTON ACADEMY,455,293.7978,151,229,59,16,436,281.4954,214,189,32,1
10X459,EAST FORDHAM ACADEMY FOR THE ARTS,332,272.8645,217,100,15,0,335,273.9075,198,118,17,2
11X016,P.S. 016 WAKEFIELD,277,294.6029,108,96,53,20,271,287.3026,132,96,38,5
11X019,P.S. 019 JUDITH K. WEISS,339,315.9145,59,107,108,65,338,304.6183,84,129,94,31
11X021,P.S. 021 PHILIP H. SHERIDAN,320,284.8,160,105,49,6,315,282.2508,171,110,29,5
11X041,P.S. 041 GUN HILL ROAD,419,292.4749,173,131,85,30,412,289.2451,181,139,79,13
11X068,P.S. 068 BRONX,376,293.4495,154,134,66,22,379,289.4617,169,140,60,10
11X076,P.S. 076 THE BENNINGTON SCHOOL,533,298.2758,167,211,116,39,522,286.4349,249,186,74,13
11X078,P.S. 078 ANNE HUTCHINSON,353,282.5836,192,111,43,7,352,282.4773,186,127,34,5
11X083,P.S. 083 DONALD HERTZ,1199,304.9433,319,476,252,152,1205,298.6996,352,520,241,92
11X087,P.S. 087 BRONX,302,291.6523,126,106,50,20,301,289.485,122,134,40,5
11X089,P.S. 089 BRONX,839,287.708,389,320,100,30,862,285.3701,387,346,109,20
11X096,P.S. 096 RICHARD RODGERS,491,306.4969,128,172,109,82,479,293.5198,188,183,89,19
11X097,P.S. 097 BRONX,334,297.8413,118,121,69,26,332,295.5873,110,141,74,7
11X103,P.S. 103 HECTOR FONTANEZ,482,283.3651,252,154,58,18,478,284.6339,244,145,79,10
11X105,P.S. 105 SEN ABRAHAM BERNSTEIN,684,299.1126,182,313,158,31,665,292.9729,258,283,111,13
11X106,P.S. 106 PARKCHESTER,566,303.1466,160,206,136,64,550,292.1018,219,217,99,15
11X108,P.S. 108 PHILIP J. ABINANTI,240,315.3,35,81,84,40,234,306.4915,57,91,67,19
11X111,P.S. 111 SETON FALLS,308,282.2565,166,95,40,7,302,280.5497,173,90,34,5
11X112,P.S. 112 BRONXWOOD,232,285.1767,116,100,14,2,231,279.7965,136,80,14,1
11X121,P.S. 121 THROOP,488,309.9221,113,167,128,80,485,300.8598,157,178,113,37
11X127,J.H.S. 127 THE CASTLE HILL,670,297.209,250,255,107,58,716,292.1439,249,313,115,39
11X142,MS 142 JOHN PHILIP SOUSA,192,272.4792,140,45,7,0,189,276.0106,120,58,10,1
11X144,J.H.S. 144 MICHELANGELO,609,276.89,369,208,29,3,662,280.5574,317,278,60,7
11X153,P.S. 153 HELEN KELLER,312,313.6474,78,76,77,81,309,310.9417,76,92,86,55
11X160,P.S. 160 WALT DISNEY,165,285.6485,76,61,19,9,162,292.7099,65,59,26,12
11X169,BAYCHESTER ACADEMY,209,305.3254,55,74,51,29,207,298.8357,69,77,51,10
11X175,P.S. 175 CITY ISLAND,223,315.287,36,74,71,42,221,308.7647,39,100,57,25
11X178,P.S. 178 - DR. SELMAN WAKSMAN,225,307.3733,38,94,74,19,224,296.433,77,92,45,10
11X180,M.S. 180 DR. DANIEL HALE WILLIAMS,741,298.8178,226,343,136,36,829,300.772,186,397,188,58
11X181,I.S. 181 PABLO CASALS,756,299.336,288,237,133,98,850,299.1106,244,355,178,73
11X189,CORNERSTONE ACADEMY FOR SOCIAL ACTION,168,295.1429,53,70,33,12,164,290.5061,66,73,21,4
11X194,PS/MS 194,892,308.5796,213,325,208,146,937,295.9349,292,404,187,54
11X272,GLOBE SCHOOL FOR ENVIRONMENTAL RESEARCH,269,277.368,157,90,17,5,266,277.1955,157,89,19,1
11X287,THE FORWARD SCHOOL,235,273.7915,154,66,14,1,235,277.3106,124,88,18,5
11X289,THE YOUNG SCHOLARS ACADEMY OF THE BRONX,313,277.5527,190,87,30,6,305,273.2131,184,102,17,2
11X326,BRONX GREEN MIDDLE SCHOOL,367,283.0926,190,147,25,5,387,279.0103,214,140,30,3
11X355,BRONX ALLIANCE MIDDLE SCHOOL,104,268.1346,71,25,6,2,101,276.9208,60,34,3,4
11X370,SCHOOL OF DIPLOMACY,266,277.8609,157,95,12,2,260,273.7885,154,84,21,1
11X462,CORNERSTONE ACADEMY FOR SOCIAL ACTION MIDDLE SCHOOL (CASA),243,292.8436,96,105,37,5,241,285.0913,94,126,19,2
11X468,PELHAM ACADEMY OF ACADEMICS AND COMMUNITY ENGAGEMENT,310,287.7613,150,116,38,6,307,289.0749,114,141,41,11
11X498,PS/MS 11X498 - VAN NEST ACADEMY,355,307.5014,78,146,94,37,357,303.1905,81,160,87,29
11X529,ONE WORLD MIDDLE SCHOOL AT EDENWALD,331,289.5861,150,132,41,8,330,284.1545,134,159,32,5
11X532,BAYCHESTER MIDDLE SCHOOL,272,293.5478,99,108,49,16,273,281.1905,131,111,26,5
11X556,BRONX PARK MIDDLE SCHOOL,264,277.4545,162,88,11,3,252,274.5992,149,89,13,1
